first_seen_at,furnish,latitude,longitude,property_type,energy_label,internet,kitchen,pets,shower,smoking_inside,toilet,area,rent,deposit,distance,rent_per_m2
2020-02-05,Furnished,52.354341,4.879499,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,700,0,3.087192758284136,3.4653465346534653
2020-02-05,Furnished,52.381915,4.851333,Room,A,Yes,Shared,No,Shared,Yes,Shared,142,670,700,3.3702055919999143,4.71830985915493
2020-02-05,Furnished,52.300498,4.95993,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,600,500,9.616357173603795,3.9473684210526314
2020-02-05,Unfurnished,52.373274,4.898051,Apartment,Unknown,No,Own,No,Own,No,Own,722,1950,3900,0.6494053014677708,2.700831024930748
2020-02-05,Furnished,52.325951,4.884265,Apartment,E,Yes,Own,No,Own,No,Own,652,1450,2000,5.9959205857873865,2.223926380368098
2020-02-05,Furnished,52.410337,4.89976,Room,Unknown,Yes,Own,No,Shared,No,Shared,302,750,200,3.4984817024181307,2.4834437086092715
2020-02-06,Furnished,52.361662,4.801463,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,92,500,1000,7.018131406381489,5.434782608695652
2020-02-06,Furnished,52.352429,4.889652,Room,Unknown,Yes,Shared,No,Shared,No,Shared,302,590,100,3.038260717582326,1.9536423841059603
2020-02-06,Furnished,52.3735,4.82806,Room,A,Yes,Shared,No,Own,No,Shared,202,920,800,4.975138839226062,4.554455445544554
2020-02-06,Furnished,52.352256,4.912305,Room,A,Yes,Shared,No,Shared,No,Shared,122,770,200,3.0705826032308385,6.311475409836065
2020-02-06,Furnished,52.365247,4.882005,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,152,1500,0,1.9771032193806517,9.868421052631579
2020-02-06,Unfurnished,52.381581,4.883727,Room,A,Yes,Shared,Yes,Shared,No,Shared,152,900,0,1.1857457667003246,5.921052631578948
2020-02-06,Unfurnished,52.364267,4.987235,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,750,750,6.1223833534206555,7.352941176470588
2020-02-06,Furnished,52.363702,4.836817,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,0,4.660526465465901,3.0864197530864197
2020-02-06,Furnished,52.423504,4.886567,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,850,0,5.054012752488376,5.246913580246914
2020-02-06,Furnished,52.423504,4.886567,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,900,0,5.054012752488376,4.945054945054945
2020-02-06,Furnished,52.370511,4.83709,Room,Unknown,No,Shared,No,Shared,No,Shared,1302,1000,0,4.423541216906391,0.7680491551459293
2020-02-06,Furnished,52.350403,4.831289,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,202,700,650,5.686352324184275,3.4653465346534653
2020-02-06,Unfurnished,52.313716,4.967588,Room,Unknown,No,Shared,No,Shared,No,Own,162,650,600,8.571066506105465,4.012345679012346
2020-02-06,Furnished,52.315394,4.982862,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,675,1350,9.020952917925285,5.532786885245901
2020-02-06,Furnished,52.379912,4.891339,Apartment,Unknown,No,Own,No,Own,No,Own,562,1850,3700,0.6392845460234949,3.2918149466192173
2020-02-06,Furnished,52.355182,4.992806,Apartment,A,Yes,Own,No,Own,No,Own,902,1750,3500,6.813856847126032,1.9401330376940134
2020-02-06,Furnished,52.358696,4.828954,Room,Unknown,Yes,Shared,No,Shared,No,Shared,192,550,550,5.37177455931241,2.8645833333333335
2020-02-06,Unfurnished,52.344373,4.792273,Room,Unknown,No,Shared,No,Shared,No,Shared,242,850,1050,8.318665236450899,3.512396694214876
2020-02-06,Furnished,52.367032,4.83699,Apartment,A,No,Own,Yes,Own,No,Own,1042,1900,1900,4.527783884612142,1.8234165067178503
2020-02-06,Furnished,52.362494,4.93444,Room,A,Yes,Shared,No,Shared,No,Shared,182,900,900,2.941328690259665,4.945054945054945
2020-02-06,Furnished,52.383686,4.848406,Apartment,Unknown,No,None,No,None,No,None,702,1650,0,3.592395352934165,2.3504273504273505
2020-02-06,Unfurnished,52.389034,4.882026,Apartment,Unknown,No,None,No,None,No,None,552,1450,0,1.6933474885112927,2.6268115942028984
2020-02-06,Furnished,52.391248,4.909908,Apartment,Unknown,No,None,No,None,No,None,502,1500,0,1.5135898676438553,2.9880478087649402
2020-02-06,Furnished,52.365841,4.865463,Apartment,Unknown,No,None,No,None,No,None,552,1575,0,2.7986293260507513,2.8532608695652173
2020-02-06,Furnished,52.318499,4.959457,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,650,0,7.827546929102347,5.327868852459017
2020-02-06,Furnished,52.36915,4.908362,Apartment,A,Yes,Own,No,Own,No,Own,372,1600,3200,1.2075410403811988,4.301075268817204
2020-02-06,Furnished,52.367856,4.879901,Apartment,Unknown,Yes,None,No,None,No,None,902,2250,0,1.8692355663665488,2.494456762749446
2020-02-06,Furnished,52.358107,4.912073,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,650,650,2.4426627947359347,4.577464788732394
2020-02-06,Furnished,52.399173,4.913567,Studio,Unknown,Yes,Shared,No,Shared,No,Shared,152,700,0,2.422840049829515,4.605263157894737
2020-02-07,Furnished,52.299774,4.997578,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,182,600,600,11.010473535909455,3.2967032967032965
2020-02-07,Furnished,52.376518,4.842838,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,600,600,3.9411083803174964,4.918032786885246
2020-02-07,Unfurnished,52.349509,4.938427,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,800,0,4.164507660039381,6.557377049180328
2020-02-07,Furnished,52.350971,4.89093,Studio,A,No,Own,Yes,Own,No,Own,702,2000,4000,3.1766530179906556,2.849002849002849
2020-02-07,Furnished,52.355795,4.99899,Studio,A,Yes,Own,Yes,Own,Yes,Own,352,1300,1300,7.179291420439527,3.6931818181818183
2020-02-07,Furnished,52.360735,4.891973,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,750,0,2.1047096366240257,9.146341463414634
2020-02-07,Furnished,52.357046,4.804418,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,850,1000,6.986854679309561,5.592105263157895
2020-02-07,Furnished,52.349567,4.90372,Room,Unknown,Yes,Shared,Yes,Shared,No,Shared,92,825,1450,3.2711176364964545,8.967391304347826
2020-02-07,Furnished,52.333715,4.87309,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,699,0,5.365548423423854,4.598684210526316
2020-02-07,Unfurnished,52.319012,4.979117,Apartment,B,No,Own,No,Own,No,Own,672,1400,1400,8.54696636431377,2.0833333333333335
2020-02-07,Furnished,52.355596,4.908112,Studio,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,500,2.6435032667863836,3.0864197530864197
2020-02-07,Furnished,52.356179,4.935548,Apartment,Unknown,Yes,Own,No,Own,No,Own,652,800,0,3.4735519687644527,1.2269938650306749
2020-02-07,Furnished,52.371217,4.908529,Apartment,Unknown,No,Own,No,Own,No,Own,452,1275,1375,1.0119790528858439,2.8207964601769913
2020-02-07,Furnished,52.344714,4.905536,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,588,484,3.8190810634842807,3.230769230769231
2020-02-07,Furnished,52.33096,4.881648,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,422,1300,2000,5.488333176668588,3.080568720379147
2020-02-07,Furnished,52.35444,4.935301,Room,B,Yes,Shared,No,Shared,No,Shared,152,600,0,3.605811560311232,3.9473684210526314
2020-02-07,Furnished,52.353689,4.886251,Apartment,Unknown,Yes,Own,No,Own,No,Own,602,810,200,2.970395189854888,1.345514950166113
2020-02-07,Furnished,52.298805,4.966129,Room,Unknown,Yes,Shared,No,Shared,No,Shared,242,700,0,9.969665865241453,2.8925619834710745
2020-02-07,Furnished,52.360787,4.882273,Apartment,Unknown,Yes,Own,No,Own,No,Own,702,1780,2250,2.370144768118378,2.5356125356125356
2020-02-07,Unfurnished,52.359319,4.856843,Apartment,Unknown,No,None,No,None,No,None,552,1750,0,3.690879183898501,3.170289855072464
2020-02-07,Unfurnished,52.322561,4.974885,Apartment,Unknown,No,None,No,None,No,None,802,1750,0,8.058389302206757,2.1820448877805485
2020-02-07,Furnished,52.359274,4.913938,Apartment,Unknown,Yes,None,No,None,No,None,902,2500,0,2.3659073575781275,2.7716186252771617
2020-02-07,Furnished,52.343013,4.911569,Apartment,Unknown,Yes,None,No,None,No,None,502,1650,0,4.062965523538405,3.2868525896414345
2020-02-07,Furnished,52.375163,4.848431,Apartment,Unknown,Yes,None,No,None,No,None,652,1400,0,3.575632421786104,2.147239263803681
2020-02-07,Furnished,52.365247,4.882005,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,152,1500,0,1.9771032193806517,9.868421052631579
2020-02-07,Furnished,52.356756,4.889356,Room,Unknown,Yes,Shared,No,Shared,No,Shared,282,650,650,2.5800501733550463,2.3049645390070923
2020-02-07,Furnished,52.364483,4.841484,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,600,600,4.332899100773827,6.521739130434782
2020-02-07,Furnished,52.35188,4.86592,Room,Unknown,Yes,Shared,No,Shared,No,Shared,302,720,0,3.8229241773213776,2.384105960264901
2020-02-07,Unfurnished,52.347962,4.890527,Apartment,Unknown,No,None,No,None,No,None,902,2100,0,3.51017059004057,2.328159645232816
2020-02-07,Unfurnished,52.353131,4.881112,Apartment,Unknown,No,None,No,None,No,None,1002,1950,0,3.159333383516512,1.9461077844311376
2020-02-08,Furnished,52.363486,4.885462,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,900,900,2.000628830287237,1.792828685258964
2020-02-08,Furnished,52.321571,4.977436,Room,A,Yes,None,No,Shared,No,Shared,312,950,950,8.25360678663567,3.0448717948717947
2020-02-08,Unfurnished,52.382741,4.911828,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,600,500,0.8770170509677474,6.521739130434782
2020-02-08,Uncarpeted,52.322086,4.953664,Apartment,A,Yes,Own,No,Own,No,Own,202,500,30,7.283660371324782,2.4752475247524752
2020-02-08,Unfurnished,52.353416,4.796412,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,700,0,7.641269658175426,5.737704918032787
2020-02-08,Furnished,52.375168,4.799467,Apartment,A,Yes,Own,No,Own,No,Own,402,1550,3000,6.8983002762096435,3.855721393034826
2020-02-08,Furnished,52.331636,4.884906,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,625,0,5.366702141877217,7.621951219512195
2020-02-08,Furnished,52.331595,4.883438,Apartment,Unknown,Yes,Own,No,Own,No,Own,352,1400,0,5.391951213466588,3.977272727272727
2020-02-08,Furnished,52.2923,4.968749,Apartment,Unknown,Yes,Own,No,Own,No,Own,622,1200,2400,10.698189033922626,1.9292604501607717
2020-02-08,Unfurnished,52.353416,4.796412,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,700,0,7.641269658175426,5.737704918032787
2020-02-08,Uncarpeted,52.370299,4.89933,Room,Unknown,No,Shared,No,Shared,No,Shared,202,650,0,0.9609640299062037,3.217821782178218
2020-02-08,Furnished,52.32418,4.859326,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,142,450,450,6.706572997496989,3.1690140845070425
2020-02-08,Unfurnished,52.358548,4.854929,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,610,1220,3.8467806121022194,5.446428571428571
2020-02-09,Furnished,52.35153,4.80166,Apartment,A,Yes,Own,No,Own,No,Own,602,1450,2900,7.394597340171001,2.4086378737541527
2020-02-09,Furnished,52.338103,4.919096,Studio,Unknown,Yes,Own,No,Own,No,Own,302,1600,1600,4.711755495313858,5.298013245033113
2020-02-09,Uncarpeted,52.37478,4.873304,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,700,500,1.9132902167089176,3.8461538461538463
2020-02-09,Furnished,52.354961,4.888626,Apartment,Unknown,Yes,Own,No,Own,No,Own,652,2000,4000,2.7855799464970237,3.067484662576687
2020-02-09,Furnished,52.359088,4.787973,Apartment,Unknown,Yes,Own,No,Own,No,Own,682,1500,2000,7.9804848738382015,2.19941348973607
2020-02-09,Furnished,52.344714,4.905536,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,588,484,3.8190810634842807,3.6296296296296298
2020-02-09,Furnished,52.356114,4.80516,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,650,650,6.976580577147311,6.372549019607843
2020-02-09,Furnished,52.356114,4.80516,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,800,800,6.976580577147311,4.395604395604396
2020-02-09,Unfurnished,52.295508,4.983186,Room,C,Yes,Shared,No,Shared,No,Shared,122,500,500,10.854042087225126,4.098360655737705
2020-02-09,Furnished,52.351415,5.009668,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,550,550,8.035615946648505,5.392156862745098
2020-02-09,Unfurnished,52.378164,4.85106,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,575,575,3.3732062271738092,7.012195121951219
2020-02-09,Furnished,52.372258,4.829312,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,700,835,4.909479087170461,7.608695652173913
2020-02-09,Unfurnished,52.378164,4.85106,Room,Unknown,Yes,Shared,No,Shared,No,Shared,72,600,600,3.3732062271738092,8.333333333333334
2020-02-09,Furnished,52.313716,4.967588,Apartment,A,Yes,Own,No,Own,No,Own,1302,1500,1500,8.571066506105465,1.152073732718894
2020-02-09,Unfurnished,52.317265,4.949494,Room,A,Yes,Shared,No,Shared,No,Shared,142,553,553,7.625532831475532,3.8943661971830985
2020-02-09,Furnished,52.36372,4.829098,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,700,700,5.153291329528456,4.929577464788732
2020-02-09,Uncarpeted,52.364728,4.934651,Apartment,Unknown,Yes,Own,No,Own,No,Own,452,1450,1500,2.8056638039236,3.2079646017699117
2020-02-09,Furnished,52.319012,4.979117,Room,Unknown,Yes,Own,No,Shared,No,Shared,142,750,750,8.54696636431377,5.28169014084507
2020-02-09,Uncarpeted,52.322086,4.953664,Apartment,A,Yes,Own,No,Own,No,Own,202,800,30,7.283660371324782,3.9603960396039604
2020-02-09,Furnished,52.351539,4.889516,Room,A,Yes,Shared,No,Shared,No,Shared,202,665,0,3.1365848463248427,3.292079207920792
2020-02-09,Furnished,52.351965,4.918521,Apartment,Unknown,Yes,Own,No,Own,No,Own,562,1050,350,3.2368414734059723,1.8683274021352314
2020-02-09,Unfurnished,52.381581,4.883727,Room,Unknown,Yes,Shared,Yes,Shared,No,Shared,152,900,0,1.1857457667003246,5.921052631578948
2020-02-09,Furnished,52.326602,4.876718,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,242,600,0,6.04238624835576,2.479338842975207
2020-02-09,Unfurnished,52.369718,4.894758,Room,Unknown,Yes,None,No,Own,No,Own,162,750,500,1.096075961660427,4.62962962962963
2020-02-09,Furnished,52.357455,4.920775,Apartment,Unknown,Yes,Own,No,Own,No,Own,452,1841,920,2.7544302075149703,4.073008849557522
2020-02-09,Furnished,52.379271,4.871687,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,650,650,1.9679736310466842,6.372549019607843
2020-02-09,Unfurnished,52.35347,4.811894,Room,Unknown,Yes,Shared,No,Shared,No,Shared,192,540,1080,6.670937990870961,2.8125
2020-02-09,Furnished,52.356444,4.995687,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,600,0,6.943337248401851,4.545454545454546
2020-02-09,Unfurnished,52.356959,4.889382,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,995,955,2.5579556558007406,8.155737704918034
2020-02-09,Furnished,52.368178,4.852337,Apartment,B,Yes,Own,No,Own,No,Own,752,1695,2000,3.4955703070690367,2.2539893617021276
2020-02-09,Furnished,52.348761,4.835292,Apartment,Unknown,No,Own,No,Own,No,Own,622,100,350,5.570256601550145,0.1607717041800643
2020-02-09,Uncarpeted,52.371769,4.859256,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,735,600,2.92404346411808,3.6386138613861387
2020-02-09,Furnished,52.351047,4.902273,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,550,100,3.1015771946219,4.508196721311475
2020-02-09,Furnished,52.352449,4.885613,Room,Unknown,No,Shared,No,Shared,No,Shared,122,780,0,3.1150008302772805,6.39344262295082
2020-02-09,Unfurnished,52.325224,4.886042,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,500,500,6.05444846950217,4.901960784313726
2020-02-09,Furnished,52.322199,4.971215,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,650,900,7.935662824436517,4.924242424242424
2020-02-09,Furnished,52.398971,4.904644,Studio,A,Yes,Own,No,Own,No,None,252,1100,1100,2.250353507272361,4.365079365079365
2020-02-09,Furnished,52.381744,4.888667,Room,Unknown,No,Shared,No,Shared,No,Shared,152,575,300,0.8707444097197069,3.7828947368421053
2020-02-09,Furnished,52.347167,4.816431,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,800,800,6.7326880210779185,8.695652173913043
2020-02-09,Furnished,52.35526,4.89402,Room,Unknown,Yes,Shared,No,Shared,No,Shared,902,1000,0,2.668321001557397,1.1086474501108647
2020-02-09,Furnished,52.412083,4.917429,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,675,0,3.8663439234295667,6.617647058823529
2020-02-09,Furnished,52.373747,4.861145,Room,C,Yes,Shared,No,Shared,No,Shared,162,500,0,2.746136525361814,3.0864197530864197
2020-02-09,Furnished,52.357358,4.802677,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,560,300,7.086303353213096,5.0
2020-02-09,Furnished,52.367234,4.871698,Apartment,Unknown,No,None,By mutual agreement,None,Not important,None,502,1495,0,2.356852512537971,2.9780876494023905
2020-02-11,Furnished,52.39826,4.950378,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,650,650,4.0167880892051615,6.372549019607843
2020-02-11,Furnished,52.356386,4.896473,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1485,2000,2.5209148730381177,2.958167330677291
2020-02-11,Furnished,52.365377,4.885301,Room,C,Yes,Shared,No,Shared,No,Shared,202,1200,1200,1.8296406715858133,5.9405940594059405
2020-02-11,Uncarpeted,52.370602,4.858056,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,735,1300,3.039718119330936,4.038461538461538
2020-02-11,Furnished,52.383056,4.917541,Room,A,Yes,Own,No,Own,No,Own,702,1100,0,1.2440081489754657,1.566951566951567
2020-02-11,Furnished,52.361651,4.865362,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,600,600,3.0721847989794027,1.1952191235059761
2020-02-11,Furnished,52.371217,4.908529,Apartment,Unknown,No,Own,No,Own,No,Own,452,1275,1395,1.0119790528858439,2.8207964601769913
2020-02-11,Furnished,52.324852,4.889187,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,700,0,6.064148378656381,4.320987654320987
2020-02-11,Furnished,52.358438,4.861496,Apartment,Unknown,Yes,Own,Yes,Own,No,Own,702,1730,1730,3.5031052473618365,2.4643874643874644
2020-02-11,Furnished,52.358438,4.861496,Apartment,F,Yes,Own,Yes,Own,No,Own,482,1680,1680,3.5031052473618365,3.4854771784232366
2020-02-11,Furnished,52.389107,4.887993,Studio,F,No,Own,Yes,Own,No,Own,252,1470,1470,1.4227823278499996,5.833333333333333
2020-02-11,Furnished,52.363757,4.808277,Apartment,Unknown,No,None,No,None,No,None,1202,1675,0,6.5085698715417575,1.3935108153078204
2020-02-11,Furnished,52.354019,4.904522,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1550,0,2.7817137385392976,3.087649402390438
2020-02-11,Unfurnished,52.363693,4.874922,Apartment,Unknown,Yes,None,No,None,No,None,452,1350,0,2.4326339770111858,2.9867256637168142
2020-02-11,Furnished,52.382236,4.804907,Apartment,Unknown,Yes,None,No,None,No,None,652,1400,0,6.5253618002671505,2.147239263803681
2020-02-11,Furnished,52.362498,4.80958,Apartment,Unknown,Yes,None,No,None,No,None,952,1695,0,6.461146661183537,1.7804621848739495
2020-02-11,Furnished,52.361528,4.869954,Apartment,Unknown,No,None,No,None,No,None,852,2500,0,2.844015420258302,2.9342723004694835
2020-02-11,Furnished,52.377328,4.888664,Room,Unknown,No,Shared,No,Shared,No,Shared,162,950,0,0.8301509490508655,5.864197530864198
2020-02-11,Furnished,52.337758,4.895743,Apartment,Unknown,Yes,Own,No,Own,No,Own,722,1200,3300,4.589999590518856,1.6620498614958448
2020-02-11,Unfurnished,52.345949,4.904836,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,900,0,3.678150140791036,7.377049180327869
2020-02-11,Furnished,52.372462,4.858337,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,902,1200,650,2.9647323480277574,1.3303769401330376
2020-02-11,Uncarpeted,52.37478,4.873304,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,502,1350,1000,1.9132902167089176,2.689243027888446
2020-02-11,Furnished,52.358696,4.828954,Room,Unknown,Yes,Shared,No,Shared,No,Shared,192,550,550,5.37177455931241,2.8645833333333335
2020-02-11,Furnished,52.364117,4.932562,Studio,A,Yes,Own,No,Own,No,Own,262,1000,1150,2.729621571248067,3.816793893129771
2020-02-11,Furnished,52.373681,4.896846,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,750,0,0.634089671694257,8.152173913043478
2020-02-11,Furnished,52.352935,4.851282,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,695,1390,4.429990952646954,7.554347826086956
2020-02-11,Furnished,52.369107,4.856649,Room,Unknown,Yes,Shared,No,Shared,No,Shared,302,550,0,3.1842260533447053,1.8211920529801324
2020-02-11,Unfurnished,52.331919,4.885026,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,850,1000,5.334214129521451,8.333333333333334
2020-02-11,Furnished,52.397992,4.935789,Apartment,E,Yes,Own,No,Own,No,Own,1102,1800,4200,3.2029303709482466,1.633393829401089
2020-02-11,Furnished,52.353002,4.796695,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,425,200,7.640659732417739,3.4836065573770494
2020-02-11,Furnished,52.356925,4.792631,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,800,0,7.748796362768592,4.395604395604396
2020-02-11,Furnished,52.382704,4.849545,Apartment,Unknown,Yes,Own,No,Own,No,Own,582,1650,1800,3.50086874308345,2.8350515463917527
2020-02-11,Furnished,52.354616,4.785055,Studio,Unknown,Yes,Own,No,Shared,No,Shared,102,550,1000,8.32012541178447,5.392156862745098
2020-02-11,Furnished,52.353121,4.806379,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,500,500,7.028718526474016,3.289473684210526
2020-02-11,Furnished,52.362339,4.875778,Apartment,A,Yes,Own,No,Own,No,Own,902,1800,2100,2.500011289206614,1.9955654101995566
2020-02-11,Unfurnished,52.368206,4.860663,Room,C,Yes,Shared,No,Own,No,Own,162,825,1650,2.9676509799920465,5.092592592592593
2020-02-11,Furnished,52.345245,4.905907,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1850,3700,3.7625825257335364,3.685258964143426
2020-02-11,Furnished,52.357239,4.926803,Apartment,Unknown,Yes,Own,No,Shared,No,Shared,302,1250,2500,3.0000510710761814,4.139072847682119
2020-02-11,Furnished,52.373057,4.899232,Apartment,Unknown,Yes,Own,No,Own,No,Own,802,1750,3500,0.6567405614301584,2.1820448877805485
2020-02-11,Unfurnished,52.324512,4.97678,Apartment,C,No,Own,No,Own,No,Own,512,975,2200,7.974070246587826,1.904296875
2020-02-11,Furnished,52.361575,4.909067,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,152,810,810,2.012723018672838,5.328947368421052
2020-02-11,Unfurnished,52.313981,4.981069,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,550,0,9.070290346331333,2.722772277227723
2020-02-11,Furnished,52.362991,4.850298,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,625,500,3.8552177075285257,6.793478260869565
2020-02-11,Furnished,52.417176,4.891384,Room,B,Yes,Shared,No,Shared,No,Shared,132,600,600,4.304803348384611,4.545454545454546
2020-02-11,Furnished,52.382257,4.803542,Room,A,Yes,Shared,No,Shared,No,Shared,142,550,550,6.618291789151665,3.8732394366197185
2020-02-11,Furnished,52.356585,4.789349,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,600,600,7.972963782241919,4.918032786885246
2020-02-11,Furnished,52.399173,4.913567,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,600,0,2.422840049829515,3.7037037037037037
2020-02-11,Unfurnished,52.369608,4.887559,Room,Unknown,Yes,Shared,No,None,No,Shared,252,750,750,1.3622579784486917,2.9761904761904763
2020-02-11,Furnished,52.39064,4.88801,Room,Unknown,Yes,Shared,No,Shared,No,Shared,172,630,0,1.561683286050896,3.6627906976744184
2020-02-11,Furnished,52.362369,4.935804,Apartment,Unknown,Yes,Own,No,Own,No,Own,332,1050,0,3.023165468713902,3.1626506024096384
2020-02-11,Furnished,52.324515,4.875253,Room,Unknown,No,Shared,No,Shared,No,Shared,132,750,795,6.293010025527433,5.681818181818182
2020-02-11,Furnished,52.347704,4.782074,Studio,B,Yes,Own,No,Shared,No,Shared,202,800,500,8.787485597184086,3.9603960396039604
2020-02-11,Furnished,52.317811,4.955614,Room,Unknown,No,Shared,No,Shared,No,Shared,142,750,750,7.763565578305914,5.28169014084507
2020-02-11,Furnished,52.33904,4.920258,Studio,A,Yes,Own,No,Own,No,Own,282,1400,1400,4.633659158353144,4.964539007092198
2020-02-11,Furnished,52.370916,4.937682,Room,Unknown,No,Shared,No,Shared,No,Shared,102,700,700,2.6783904621590158,6.862745098039215
2020-02-11,Furnished,52.361827,4.977332,Room,Unknown,Yes,None,No,Own,No,Own,292,500,0,5.562074773150637,1.7123287671232876
2020-02-11,Furnished,52.362364,4.92909,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,950,1000,2.67517876110461,9.313725490196079
2020-02-12,Uncarpeted,52.365858,4.854567,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,800,0,3.4535921759668318,6.0606060606060606
2020-02-12,Furnished,52.317428,4.955619,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,650,1300,7.801080106897531,3.5714285714285716
2020-02-12,Furnished,52.317428,4.955619,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,600,1200,7.801080106897531,4.225352112676056
2020-02-12,Furnished,52.35345,5.001219,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,875,875,7.417079938951374,4.3316831683168315
2020-02-12,Furnished,52.348731,5.006833,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,750,850,7.978577306273239,6.696428571428571
2020-02-12,Furnished,52.356142,4.91824,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,700,0,2.803639613525403,5.737704918032787
2020-02-12,Furnished,52.331923,4.886503,Apartment,Unknown,Yes,Own,No,Own,No,Own,402,1283,1283,5.314698430057399,3.191542288557214
2020-02-12,Furnished,52.360557,4.865932,Apartment,Unknown,Yes,Own,No,Own,No,Own,702,2150,0,3.120234897188366,3.0626780626780628
2020-02-12,Unfurnished,52.345519,4.852775,Apartment,Unknown,Yes,Shared,No,Shared,No,Own,1052,1100,1000,4.939991548840843,1.0456273764258555
2020-02-12,Furnished,52.361373,4.855863,Apartment,Unknown,Yes,Own,No,Own,No,Own,552,1450,500,3.6166988681334207,2.6268115942028984
2020-02-12,Furnished,52.417317,4.889088,Room,Unknown,No,Shared,No,Shared,No,Shared,162,625,0,4.345722822121762,3.8580246913580245
2020-02-12,Unfurnished,52.324262,4.94762,Apartment,Unknown,No,Own,No,Own,No,Own,852,1500,3370,6.873031741850914,1.7605633802816902
2020-02-12,Furnished,52.351624,4.782247,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,450,450,8.613121317556828,2.4725274725274726
